domain,founding_year,country,city,funding_stage,total_funding_usd_millions,valuation_usd_millions,revenue_arr_millions,monthly_burn_rate_millions,runway_months_2024,peak_headcount_2023,layoffs_2024_2025,current_headcount_2026,investor_tier,ai_adoption_level,acquisition_status,founding_year_age,total_funding_usd_millions_log1p,valuation_usd_millions_log1p,revenue_arr_millions_log1p,funding_per_employee,valuation_to_revenue,layoff_rate
Generative AI,2015,USA,Seattle,Seed,2.46,35.21,1.41,0.53,3.9,30,11,19,Tier 2 (Mid-size VC),,Independent,11,1.2412685890696329,3.58933532377755,0.8796267475025635,0.12947368421052632,24.97163120567376,0.36666666666666664
EdTech,2019,USA,Austin,Series A,12.91,145.62,6.66,0.44,23.9,23,0,23,Tier 2 (Mid-size VC),Low,Acquired,7,2.6326080059353516,4.98784420579544,2.0360119837525,0.561304347826087,21.864864864864867,0.0
FinTech,2019,Canada,Vancouver,Series B,10.88,73.13,2.96,0.35,24.2,22,0,22,Tier 3 (Angel/Seed),High,Independent,7,2.474856313934499,4.305820308668628,1.3762440252663892,0.49454545454545457,24.70608108108108,0.0
Generative AI,2019,Israel,Jerusalem,Post-IPO,1638.61,6693.35,228.61,69.11,23.7,4869,0,4869,Tier 2 (Mid-size VC),Low,Independent,7,7.402213687660132,8.809019166033348,5.436382217503932,0.33653933045799955,29.278465508945366,0.0
ClimateTech,2018,China,Shanghai,Series C+,354.26,3631.47,139.33,26.47,13.3,1384,0,1384,Tier 3 (Angel/Seed),Low,Independent,8,5.87284991577174,8.197668136635386,4.943996791763045,0.25596820809248555,26.063805354195072,0.0
Generative AI,2019,USA,San Francisco,Series B,56.25,556.85,23.72,4.33,12.7,217,0,217,Tier 3 (Angel/Seed),Medium,Independent,7,4.047427642434349,6.324090109039189,3.20761263258949,0.25921658986175117,23.475969645868467,0.0
HealthTech,2014,USA,New York,Series A,3.33,47.18,3.81,0.39,6.8,26,0,26,Tier 2 (Mid-size VC),Low,Independent,12,1.4655675420143985,3.874943997186725,1.57069708411767,0.1280769230769231,12.383202099737533,0.0
Web3/Crypto,2014,Singapore,Singapore,Series B,131.44,1488.4,96.71,6.58,19.7,449,0,449,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,12,4.886129712679046,7.306128633276545,4.582003907956252,0.292739420935412,15.390342260366046,0.0
ClimateTech,2021,China,Beijing,Seed,2.6,33.73,1.84,0.42,5.0,24,9,15,Tier 3 (Angel/Seed),High,Independent,5,1.2809338454620642,3.5476038667559826,1.0438040521731147,0.17333333333333334,18.331521739130434,0.375
EdTech,2023,USA,Miami,Seed,1.37,12.52,0.57,0.55,2.1,34,0,34,Tier 3 (Angel/Seed),Medium,Independent,3,0.8628899551470398,2.604170070614818,0.4510756193602166,0.04029411764705883,21.964912280701757,0.0
Robotics,2021,Japan,Kyoto,Series B,46.84,451.02,68.97,0.98,43.4,75,0,75,Tier 3 (Angel/Seed),Low,Independent,5,3.867862109642376,6.1137264266409375,4.248066578757805,0.6245333333333334,6.539364941278817,0.0
HealthTech,2023,India,Delhi NCR,Series A,5.58,80.2,6.14,1.15,4.5,61,0,61,Tier 3 (Angel/Seed),,Acquired,3,1.884034745337226,4.396915247167632,1.965712776351493,0.09147540983606557,13.061889250814334,0.0
Autonomous Vehicles,2021,USA,Austin,Series A,32.2,286.17,11.06,0.82,35.0,61,0,61,Tier 2 (Mid-size VC),High,Independent,5,3.502549875922443,5.660074374893562,2.4898941912990393,0.5278688524590165,25.874321880650996,0.0
Generative AI,2016,Japan,Kyoto,Series B,59.64,409.96,27.93,4.02,14.5,220,0,220,"Tier 1 (e.g. Sequoia, a16z)",Low,Closed,10,4.104954741334116,6.0184958861590125,3.3648791189880436,0.2710909090909091,14.6781238811314,0.0
Robotics,2015,Singapore,Singapore,Series C+,101.58,375.01,63.0,5.56,17.9,350,43,307,Tier 2 (Mid-size VC),High,Independent,11,4.630642981961122,5.929615738780915,4.1588830833596715,0.3308794788273616,5.952539682539682,0.12285714285714286
FinTech,2022,China,Beijing,Seed,1.52,25.38,0.96,0.77,1.7,50,0,50,Tier 3 (Angel/Seed),High,Independent,4,0.9242589015233319,3.2726061472891685,0.6729444732424258,0.0304,26.4375,0.0
HealthTech,2020,USA,Boston,Seed,0.93,25.85,2.36,0.24,2.7,14,0,14,Corporate VC (e.g. Google Ventures),High,Closed,6,0.6575200029167941,3.2902658209548736,1.2119409739751128,0.06642857142857143,10.953389830508476,0.0
Generative AI,2016,India,Delhi NCR,Series B,77.86,759.44,38.54,8.79,8.8,449,160,289,Tier 2 (Mid-size VC),Medium,Independent,10,4.367674128449481,6.633897213123426,3.6773128177424708,0.26941176470588235,19.705241307732226,0.35634743875278396
HealthTech,2020,China,Hangzhou,Series C+,23.82,239.47,37.2,1.72,13.1,114,0,114,Corporate VC (e.g. Google Ventures),High,Acquired,6,3.211649779776461,5.482595341640379,3.6428355156125294,0.20894736842105263,6.437365591397849,0.0
Cybersecurity,2020,India,Bengaluru,Series C+,25.33,166.84,8.65,1.27,18.5,92,0,92,Tier 3 (Angel/Seed),High,Independent,6,3.270708973508218,5.123011144647987,2.2669579153508947,0.2753260869565217,19.2878612716763,0.0
FinTech,2017,USA,New York,Series B,12.01,84.44,6.83,0.52,19.4,35,0,35,Tier 2 (Mid-size VC),High,Independent,9,2.565718292524414,4.447814375211885,2.057962510002712,0.34314285714285714,12.363103953147876,0.0
Robotics,2021,UK,Cambridge,Series A,6.35,64.58,2.66,0.52,10.2,30,14,16,Tier 3 (Angel/Seed),Low,Closed,5,1.9947003132247452,4.1832707714165025,1.297463147413275,0.396875,24.278195488721803,0.4666666666666667
FinTech,2016,USA,Boston,Post-IPO,241.47,879.92,33.19,15.05,15.9,955,0,955,Corporate VC (e.g. Google Ventures),,Independent,10,5.490877991384453,6.78096681591069,3.5319332036512097,0.25284816753926703,26.51159987948177,0.0
ClimateTech,2016,USA,Boston,Seed,0.0,4.46,0.53,0.44,0.0,44,0,44,Bootstrapped,High,Independent,10,0.0,1.6974487897568136,0.4252677354043441,0.0,8.415094339622641,0.0
Robotics,2020,France,Lyon,Series B,96.55,389.96,18.99,4.3,21.9,237,0,237,Corporate VC (e.g. Google Ventures),Medium,Independent,6,4.5803650670691205,5.9686052529619,2.995232148512309,0.4073839662447257,20.535018430753027,0.0
HealthTech,2020,Israel,Tel Aviv,Series A,6.48,36.16,2.48,0.61,9.1,49,0,49,Tier 3 (Angel/Seed),,Independent,6,2.012232791986386,3.6152329139456376,1.247032293786383,0.13224489795918368,14.580645161290322,0.0
Cybersecurity,2020,Israel,Jerusalem,Series B,58.87,509.89,35.28,4.68,12.3,371,149,222,Tier 3 (Angel/Seed),Medium,Independent,6,4.092175544937261,6.236154302843176,3.591266625246936,0.2651801801801802,14.452664399092969,0.40161725067385445
Generative AI,2018,UK,Cambridge,Series C+,304.38,2654.76,166.26,10.3,29.3,662,0,662,Tier 3 (Angel/Seed),,Independent,8,5.721556902755365,7.8844861450677,5.11954948795338,0.45978851963746226,15.967520750631543,0.0
Generative AI,2018,USA,Seattle,Seed,3.19,51.14,6.61,0.25,9.1,23,0,23,Tier 3 (Angel/Seed),High,Independent,8,1.4327007339340463,3.9539324085053558,2.0294631718735947,0.13869565217391305,7.736762481089259,0.0
Cybersecurity,2019,China,Beijing,Series B,11.48,131.11,12.94,0.62,15.9,56,12,44,Tier 3 (Angel/Seed),Low,Independent,7,2.5241273629412815,4.883634908890262,2.6347624053323777,0.2609090909090909,10.132148377125194,0.21428571428571427
Cybersecurity,2013,USA,Seattle,Series B,32.12,375.57,24.84,2.06,14.9,149,0,149,Tier 2 (Mid-size VC),Medium,Independent,13,3.500137329517059,5.9311039529331815,3.2519236789144013,0.2155704697986577,15.119565217391305,0.0
Robotics,2013,USA,New York,Series C+,14.72,131.76,16.54,1.0,13.4,55,15,40,Tier 3 (Angel/Seed),Medium,Independent,13,2.7549337870010606,4.888542986851774,2.864483986944037,0.368,7.966142684401451,0.2727272727272727
Web3/Crypto,2020,USA,Austin,Series B,57.02,447.06,22.45,3.42,16.2,250,103,147,"Tier 1 (e.g. Sequoia, a16z)",High,Closed,6,4.060787778693258,6.104927152018783,3.1548704948922883,0.38789115646258504,19.913585746102452,0.412
Autonomous Vehicles,2015,USA,Miami,Series A,8.61,111.79,5.79,0.52,13.9,33,0,33,Corporate VC (e.g. Google Ventures),High,Independent,11,2.262804222982201,4.725527682651825,1.9154509415706047,0.26090909090909087,19.30742659758204,0.0
FinTech,2017,USA,New York,Seed,1.27,22.56,1.57,0.72,1.5,41,19,22,Tier 3 (Angel/Seed),Medium,Independent,9,0.8197798314933114,3.159550358783386,0.9439058989071284,0.05772727272727273,14.369426751592355,0.4634146341463415
Web3/Crypto,2018,Israel,Tel Aviv,Seed,0.84,13.87,0.85,0.41,1.6,23,21,2,Tier 2 (Mid-size VC),Low,Acquired (Fire Sale),8,0.6097655716208943,2.6993457604720636,0.6151856390902334,0.42,16.31764705882353,0.9130434782608695
Robotics,2021,USA,Seattle,Seed,0.72,25.53,1.21,0.41,1.4,32,0,32,Tier 3 (Angel/Seed),Medium,Independent,5,0.5423242908253617,3.2782761681496484,0.7929925155296614,0.0225,21.09917355371901,0.0
Generative AI,2021,USA,Miami,Series B,31.65,288.51,14.79,1.68,17.8,146,28,118,Tier 3 (Angel/Seed),Medium,Independent,5,3.48584485572244,5.668189838730813,2.7593768282675506,0.2682203389830508,19.507099391480732,0.1917808219178082
Generative AI,2019,UK,London,Series C+,236.22,2212.06,104.91,13.38,17.5,684,0,684,Tier 3 (Angel/Seed),High,Independent,7,5.4689879806011295,7.702131452200457,4.6625896768555775,0.34535087719298246,21.085311219140216,0.0
Generative AI,2020,USA,Seattle,Series A,5.59,59.64,2.28,0.33,13.0,31,0,31,Tier 2 (Mid-size VC),High,Independent,6,1.8855533485144158,4.104954741334116,1.1878434223960523,0.1803225806451613,26.157894736842106,0.0
Generative AI,2017,USA,Miami,Series B,37.81,428.96,17.11,3.58,10.3,200,0,200,Tier 2 (Mid-size VC),,Independent,9,3.658677945380815,6.063692181104862,2.896464271895322,0.18905000000000002,25.07071887784921,0.0
Web3/Crypto,2021,Singapore,Singapore,Series A,3.59,20.55,1.33,0.52,5.8,33,28,5,Corporate VC (e.g. Google Ventures),Medium,Acquired (Fire Sale),5,1.5238800240724537,3.070375816549757,0.8458682675776092,0.718,15.451127819548871,0.8484848484848485
Generative AI,2013,USA,Miami,Series A,2.58,17.38,2.11,0.22,8.1,15,0,15,Tier 3 (Angel/Seed),Medium,Independent,13,1.275362800412609,2.911263116927541,1.1346227261911428,0.17200000000000001,8.23696682464455,0.0
FinTech,2021,Israel,Jerusalem,Seed,1.42,25.41,2.87,0.16,5.5,15,0,15,Tier 2 (Mid-size VC),,Independent,5,0.883767540168595,3.273742726309041,1.3532545070416904,0.09466666666666666,8.853658536585366,0.0
Generative AI,2017,Israel,Jerusalem,Seed,3.48,37.95,3.08,0.41,6.8,22,0,22,Tier 2 (Mid-size VC),High,Independent,9,1.4996230464268938,3.6622787723167574,1.4060969884160703,0.15818181818181817,12.321428571428573,0.0
Robotics,2020,USA,Boston,Pre-IPO,242.89,1690.89,190.7,16.96,14.2,944,273,671,Corporate VC (e.g. Google Ventures),High,Independent,6,5.496717303971331,7.4336015262324775,5.255931650051599,0.3619821162444113,8.866754063974831,0.2891949152542373
Cybersecurity,2014,USA,New York,Seed,0.0,18.41,0.98,0.72,0.0,37,13,24,Bootstrapped,High,Independent,12,0.0,2.9657883971809187,0.6830968447064438,0.0,18.785714285714285,0.35135135135135137
Generative AI,2021,Japan,Tokyo,Seed,1.92,33.74,4.37,0.47,3.4,37,0,37,Tier 3 (Angel/Seed),Low,Closed,5,1.0715836162801904,3.5478917608129588,1.6808279085207734,0.05189189189189189,7.720823798627003,0.0
Web3/Crypto,2020,India,Hyderabad,Series A,15.48,152.24,6.82,0.47,27.2,27,0,27,Corporate VC (e.g. Google Ventures),High,Independent,6,2.8021475244813256,5.032005319832448,2.05668455455722,0.5733333333333334,22.322580645161292,0.0
Generative AI,2020,USA,Seattle,Series B,39.44,412.17,18.23,2.52,15.1,198,0,198,Tier 2 (Mid-size VC),High,Independent,6,3.6998193941522706,6.023859130543853,2.9564715596006885,0.19919191919191917,22.609434997257267,0.0
FinTech,2017,China,Shanghai,Series A,3.1,37.1,1.63,0.68,4.0,41,0,41,Tier 3 (Angel/Seed),High,Independent,9,1.410986973710262,3.6402142821326553,0.9669838461896731,0.07560975609756097,22.76073619631902,0.0
Web3/Crypto,2019,UK,Oxford,Seed,3.23,34.45,4.42,0.16,12.4,15,0,15,Tier 3 (Angel/Seed),Medium,Independent,7,1.4422019930581866,3.5681232529781366,1.6900958154515549,0.21533333333333332,7.794117647058824,0.0
Robotics,2018,USA,Austin,Seed,0.57,12.8,1.13,0.16,2.2,11,0,11,Tier 2 (Mid-size VC),High,Independent,8,0.4510756193602166,2.624668592163159,0.7561219797213337,0.05181818181818181,11.327433628318586,0.0
Cybersecurity,2021,USA,Seattle,Seed,0.78,23.77,4.57,0.15,3.1,13,0,13,Tier 3 (Angel/Seed),High,Closed,5,0.5766133643039938,3.209633243501268,1.7173950539391927,0.060000000000000005,5.2013129102844635,0.0
ClimateTech,2017,USA,Austin,Series A,6.82,30.89,1.24,0.81,7.5,47,18,29,Tier 3 (Angel/Seed),Medium,Independent,9,2.05668455455722,3.4622924810219664,0.8064758658669484,0.23517241379310347,24.911290322580644,0.3829787234042553
FinTech,2021,Israel,Jerusalem,Series C+,314.04,2340.5,440.36,12.97,24.0,699,0,699,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,5,5.752699614890815,7.758547028623596,6.089860868964175,0.44927038626609445,5.31496957035153,0.0
Cybersecurity,2015,Germany,Munich,Post-IPO,127.38,1364.32,106.41,3.47,35.7,255,97,158,Tier 2 (Mid-size VC),Low,Independent,11,4.854994615883632,7.21914411237855,4.676653287609955,0.8062025316455695,12.821351376750306,0.3803921568627451
Cybersecurity,2018,USA,Seattle,Seed,0.67,19.69,1.17,0.64,0.9,45,0,45,Tier 2 (Mid-size VC),High,Independent,8,0.5128236264286639,3.029650491757452,0.7747271675523681,0.014888888888888889,16.82905982905983,0.0
Robotics,2019,India,Delhi NCR,Series C+,94.01,435.2,17.42,5.2,17.7,321,0,321,Tier 3 (Angel/Seed),Medium,Independent,7,4.553982149218658,6.078100853767529,2.913437030827161,0.29286604361370716,24.982778415614234,0.0
Autonomous Vehicles,2014,Israel,Tel Aviv,Seed,2.26,36.26,5.37,0.36,4.9,28,12,16,Tier 2 (Mid-size VC),Medium,Independent,12,1.1817271953786161,3.6179203651734424,1.851599469584072,0.14125,6.752327746741154,0.42857142857142855
FinTech,2025,India,Delhi NCR,Post-IPO,112.29,470.92,34.67,2.39,45.1,198,0,198,Tier 2 (Mid-size VC),High,Acquired,1,4.729950902885397,6.15680947969482,3.5743099993708003,0.5671212121212121,13.58292471877704,0.0
Robotics,2014,USA,New York,Seed,1.31,18.52,0.84,0.09,6.9,8,0,8,Tier 2 (Mid-size VC),Low,Independent,12,0.8372475245337022,2.9714395809849465,0.6097655716208943,0.16375,22.047619047619047,0.0
Cybersecurity,2023,China,Hangzhou,Series C+,155.58,822.88,35.96,3.62,41.8,251,0,251,Tier 3 (Angel/Seed),,Acquired,3,5.053567061479768,6.714024888236277,3.6098362467734835,0.6198406374501992,22.883203559510566,0.0
Cybersecurity,2020,USA,Seattle,Series B,6.46,48.91,6.6,0.63,8.8,57,23,34,Corporate VC (e.g. Google Ventures),Medium,Closed,6,2.0095554142156695,3.9102213834815176,2.028148247292285,0.19,7.41060606060606,0.40350877192982454
HealthTech,2023,Israel,Jerusalem,Series B,15.71,160.76,14.91,0.92,15.4,56,0,56,Tier 3 (Angel/Seed),High,Acquired,3,2.8160073426073025,5.086113755272161,2.7669478423496954,0.2805357142857143,10.782025486250838,0.0
Web3/Crypto,2021,USA,Miami,Series A,10.65,61.41,2.42,0.3,26.6,19,0,19,Tier 3 (Angel/Seed),,Independent,5,2.4553061800117097,4.133725518945951,1.2296405510745139,0.5605263157894737,25.376033057851238,0.0
SpaceTech,2014,India,Bengaluru,Series B,16.82,80.06,2.88,0.75,19.8,62,0,62,Tier 2 (Mid-size VC),Low,Independent,12,2.8803214220426634,4.395189621200163,1.355835153635182,0.27129032258064517,27.798611111111114,0.0
FinTech,2020,Germany,Munich,Series B,24.08,257.27,10.44,2.09,11.0,134,46,88,Tier 2 (Mid-size VC),Low,Independent,6,3.22207071576472,5.5540055493379725,2.437115985951652,0.2736363636363636,24.64272030651341,0.34328358208955223
Robotics,2020,Singapore,Singapore,Series B,15.69,167.88,6.68,0.86,16.3,59,0,59,Tier 3 (Angel/Seed),High,Acquired,6,2.8148097376737438,5.129188403540065,2.038619547159581,0.2659322033898305,25.13173652694611,0.0
Cybersecurity,2016,India,Hyderabad,Series A,18.77,195.99,18.87,0.46,33.5,35,0,35,Tier 3 (Angel/Seed),Medium,Independent,10,2.9841656371825254,5.283152966028264,2.9892110565637253,0.5362857142857143,10.386327503974563,0.0
Generative AI,2023,France,Lyon,Series C+,73.69,506.55,68.45,1.8,38.8,154,0,154,Tier 2 (Mid-size VC),,Independent,3,4.313346214368975,6.2295952282304405,4.240607069200353,0.4785064935064935,7.400292184075968,0.0
ClimateTech,2020,Singapore,Singapore,Series B,11.19,144.43,6.34,0.42,21.5,25,0,25,Tier 2 (Mid-size VC),,Independent,6,2.5006159434931803,4.9796948711896185,1.9933388426264242,0.4476,22.7807570977918,0.0
Generative AI,2021,Germany,Munich,Seed,32.82,174.8,6.14,1.55,19.9,106,0,106,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,5,3.5210523434704344,5.169346985251076,1.965712776351493,0.30962264150943397,28.469055374592838,0.0
Cybersecurity,2020,USA,Austin,Seed,1.17,27.66,1.67,0.12,5.3,7,0,7,Tier 2 (Mid-size VC),Low,Independent,6,0.7747271675523681,3.3555024224000256,0.9820784724121582,0.16714285714285712,16.562874251497007,0.0
Generative AI,2018,USA,Boston,Series B,48.5,546.81,18.72,2.23,20.8,145,0,145,Tier 3 (Angel/Seed),Medium,Independent,8,3.901972669574645,6.305928511499892,2.9816333491744893,0.33448275862068966,29.209935897435898,0.0
Generative AI,2021,India,Hyderabad,Series C+,164.74,1272.6,70.19,7.05,23.0,475,0,475,Tier 3 (Angel/Seed),Low,Independent,5,5.110420295420896,7.149602815090119,4.265352359115782,0.346821052631579,18.130787861518733,0.0
Generative AI,2020,USA,Miami,Seed,3.33,19.04,1.87,0.32,7.9,29,0,29,Tier 3 (Angel/Seed),High,Independent,6,1.4655675420143985,2.997730276216664,1.0543120297715298,0.11482758620689655,10.181818181818182,0.0
SpaceTech,2021,Israel,Jerusalem,Series A,13.97,162.85,11.81,0.82,15.2,77,0,77,Tier 3 (Angel/Seed),Low,Independent,5,2.706048198431537,5.098951375144823,2.550226115908643,0.18142857142857144,13.789161727349702,0.0
Generative AI,2020,USA,Boston,Seed,2.74,20.37,0.87,0.15,11.0,12,0,12,Tier 3 (Angel/Seed),Medium,Independent,6,1.3190856114264407,3.0619880693310564,0.6259384308664953,0.22833333333333336,23.413793103448278,0.0
Generative AI,2019,India,Mumbai,Series A,12.13,99.06,9.19,0.9,12.1,46,0,46,Tier 3 (Angel/Seed),Medium,Independent,7,2.574899688314705,4.605770006060059,2.321406847234633,0.26369565217391305,10.779107725788903,0.0
EdTech,2015,Germany,Berlin,Seed,1.55,12.77,0.49,0.8,1.7,52,0,52,"Tier 1 (e.g. Sequoia, a16z)",,Independent,11,0.9360933591703349,2.6224923127405635,0.3987761199573678,0.02980769230769231,26.06122448979592,0.0
Robotics,2014,Germany,Berlin,Series B,35.22,156.19,5.59,4.62,7.5,231,0,231,Tier 3 (Angel/Seed),Medium,Independent,12,3.589611452455267,5.057455264740146,1.8855533485144158,0.15246753246753247,27.940966010733455,0.0
SpaceTech,2021,Singapore,Singapore,Seed,9.37,37.18,1.74,0.79,10.5,59,33,26,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired (Fire Sale),5,2.3389170222414357,3.6423118182976015,1.007957920399979,0.36038461538461536,21.367816091954023,0.559322033898305
Robotics,2019,India,Hyderabad,Series B,54.08,544.65,43.82,3.36,15.6,190,51,139,Tier 2 (Mid-size VC),Medium,Independent,7,4.008786673860454,6.301977744559099,3.802654468372781,0.3890647482014388,12.42925604746691,0.26842105263157895
Generative AI,2016,Canada,Montreal,Series C+,380.26,2536.1,153.59,9.63,39.1,702,0,702,"Tier 1 (e.g. Sequoia, a16z)",High,Acquired,10,5.94348155708583,7.838776975456287,5.0407764510082425,0.5416809116809117,16.512142717624844,0.0
FinTech,2015,China,Beijing,Seed,1.77,28.43,1.05,0.37,3.8,29,0,29,Tier 3 (Angel/Seed),Medium,Independent,11,1.0188473201992472,3.382014562245381,0.7178397931503169,0.06103448275862069,27.076190476190476,0.0
FinTech,2020,China,Hangzhou,Seed,2.05,26.46,2.3,0.93,2.0,51,0,51,Corporate VC (e.g. Google Ventures),High,Independent,6,1.1151415906193203,3.312730400339825,1.1939224684724346,0.040196078431372545,11.504347826086958,0.0
Cybersecurity,2018,Israel,Jerusalem,Series A,1.65,34.92,4.2,0.83,1.8,44,21,23,Tier 2 (Mid-size VC),Low,Independent,8,0.9745596399981308,3.581294243433999,1.6486586255873816,0.07173913043478261,8.314285714285715,0.4772727272727273
Generative AI,2013,India,Bengaluru,Seed,2.14,44.63,2.81,0.18,7.6,17,0,17,Tier 3 (Angel/Seed),High,Acquired,13,1.144222799920162,3.8205653949393112,1.3376291891386096,0.12588235294117647,15.882562277580071,0.0
FinTech,2019,China,Shanghai,Series A,18.33,132.38,16.13,0.47,32.2,35,0,35,Tier 3 (Angel/Seed),Low,Closed,7,2.9616582932202395,4.89320219720416,2.8408313123360287,0.5237142857142857,8.207067575945443,0.0
Robotics,2021,USA,Austin,Series B,21.6,267.21,9.48,0.85,22.7,68,13,55,Tier 3 (Angel/Seed),High,Independent,5,3.1179499062782403,5.591770255760243,2.349468678892896,0.39272727272727276,28.18670886075949,0.19117647058823528
Generative AI,2012,India,Delhi NCR,Series A,13.61,130.81,14.89,0.73,16.4,52,0,52,Tier 3 (Angel/Seed),,Independent,14,2.681706225762608,4.881361491724374,2.7656899805486246,0.2617307692307692,8.785090664875755,0.0
Generative AI,2021,Israel,Tel Aviv,Series C+,235.37,1065.41,155.22,11.44,20.4,597,59,538,Tier 2 (Mid-size VC),High,Independent,5,5.465398373925707,6.9720531461648685,5.051265270182151,0.4374907063197026,6.8638706352274195,0.09882747068676717
Generative AI,2021,India,Hyderabad,Series A,7.6,98.55,11.38,0.6,10.9,40,0,40,Tier 2 (Mid-size VC),High,Independent,5,2.151762203259462,4.6006600305102054,2.5160822672564502,0.19,8.659929701230228,0.0
EdTech,2023,USA,Austin,Seed,0.67,20.93,1.98,0.43,1.3,39,21,18,Corporate VC (e.g. Google Ventures),High,Closed,3,0.5128236264286639,3.0878555624297968,1.091923300517313,0.037222222222222226,10.570707070707071,0.5384615384615384
